"pattern","sequence","blockID","blockSize","allocation"
1,264,77,4,"colistin"
1,265,77,4,"saline"
1,266,77,4,"saline"
1,267,78,2,"colistin"
1,268,78,2,"saline"
1,269,79,6,"saline"
1,270,79,6,"saline"
1,271,79,6,"colistin"
1,272,79,6,"colistin"
1,273,79,6,"colistin"
1,274,79,6,"saline"
1,275,80,6,"saline"
1,276,80,6,"colistin"
1,277,80,6,"saline"
1,278,80,6,"colistin"
1,279,80,6,"saline"
1,280,80,6,"colistin"
1,281,81,4,"colistin"
1,282,81,4,"colistin"
1,283,81,4,"saline"
1,284,81,4,"saline"
1,285,82,4,"saline"
1,286,82,4,"saline"
1,287,82,4,"colistin"
1,288,82,4,"colistin"
1,289,83,2,"saline"
1,290,83,2,"colistin"
1,291,84,4,"colistin"
1,292,84,4,"saline"
1,293,84,4,"saline"
1,294,84,4,"colistin"
1,295,85,4,"saline"
1,296,85,4,"colistin"
1,297,85,4,"saline"
1,298,85,4,"colistin"
1,299,86,4,"colistin"
1,300,86,4,"saline"
1,301,86,4,"colistin"
1,302,86,4,"saline"
1,303,87,4,"saline"
1,304,87,4,"colistin"
1,305,87,4,"saline"
1,306,87,4,"colistin"
1,307,88,2,"colistin"
1,308,88,2,"saline"
1,309,89,2,"colistin"
1,310,89,2,"saline"
1,311,90,2,"colistin"
1,312,90,2,"saline"
1,313,91,2,"colistin"
1,314,91,2,"saline"
1,315,92,2,"colistin"
1,316,92,2,"saline"
1,317,93,2,"saline"
1,318,93,2,"colistin"
1,319,94,2,"colistin"
1,320,94,2,"saline"
1,321,95,2,"colistin"
1,322,95,2,"saline"
1,323,96,2,"colistin"
1,324,96,2,"saline"
1,325,97,2,"saline"
1,326,97,2,"colistin"
1,327,98,6,"colistin"
1,328,98,6,"colistin"
1,329,98,6,"colistin"
1,330,98,6,"saline"
1,331,98,6,"saline"
1,332,98,6,"saline"
1,333,99,2,"colistin"
1,334,99,2,"saline"
1,335,100,2,"colistin"
1,336,100,2,"saline"
1,337,101,2,"colistin"
1,338,101,2,"saline"
1,339,102,2,"colistin"
1,340,102,2,"saline"
1,341,103,4,"colistin"
1,342,103,4,"colistin"
1,343,103,4,"saline"
1,344,103,4,"saline"
1,345,104,2,"colistin"
1,346,104,2,"saline"
1,347,105,2,"colistin"
1,348,105,2,"saline"
1,349,106,6,"colistin"
1,350,106,6,"saline"
1,351,106,6,"colistin"
1,352,106,6,"saline"
1,353,106,6,"colistin"
1,354,106,6,"saline"
1,355,107,4,"saline"
1,356,107,4,"colistin"
1,357,107,4,"colistin"
1,358,107,4,"saline"
1,359,108,6,"colistin"
1,360,108,6,"colistin"
1,361,108,6,"saline"
1,362,108,6,"colistin"
1,363,108,6,"saline"
1,364,108,6,"saline"
1,365,109,2,"colistin"
1,366,109,2,"saline"
1,367,110,2,"colistin"
1,368,110,2,"saline"
1,369,111,4,"saline"
1,370,111,4,"colistin"
1,371,111,4,"saline"
1,372,111,4,"colistin"
1,373,112,4,"saline"
1,374,112,4,"colistin"
1,375,112,4,"saline"
1,376,112,4,"colistin"
1,377,113,2,"saline"
1,378,113,2,"colistin"
1,379,114,2,"saline"
1,380,114,2,"colistin"
1,381,115,2,"saline"
1,382,115,2,"colistin"
1,383,116,4,"saline"
1,384,116,4,"saline"
1,385,116,4,"colistin"
1,386,116,4,"colistin"
1,387,117,6,"saline"
1,388,117,6,"colistin"
1,389,117,6,"colistin"
1,390,117,6,"saline"
1,391,117,6,"colistin"
1,392,117,6,"saline"
1,393,118,2,"saline"
1,394,118,2,"colistin"
1,395,119,2,"colistin"
1,396,119,2,"saline"
1,397,120,2,"saline"
1,398,120,2,"colistin"
1,399,121,2,"colistin"
1,400,121,2,"saline"
1,401,122,6,"colistin"
1,402,122,6,"saline"
1,403,122,6,"colistin"
1,404,122,6,"saline"
1,405,122,6,"saline"
1,406,122,6,"colistin"
1,407,123,6,"saline"
1,408,123,6,"colistin"
1,409,123,6,"saline"
1,410,123,6,"saline"
1,411,123,6,"colistin"
1,412,123,6,"colistin"
1,413,124,4,"saline"
1,414,124,4,"saline"
1,415,124,4,"colistin"
1,416,124,4,"colistin"
1,417,125,6,"saline"
1,418,125,6,"saline"
1,419,125,6,"colistin"
1,420,125,6,"saline"
1,421,125,6,"colistin"
1,422,125,6,"colistin"
1,423,126,2,"colistin"
1,424,126,2,"saline"
1,425,127,2,"colistin"
1,426,127,2,"saline"
1,427,128,6,"saline"
1,428,128,6,"saline"
1,429,128,6,"saline"
1,430,128,6,"colistin"
1,431,128,6,"colistin"
1,432,128,6,"colistin"
1,433,129,2,"colistin"
1,434,129,2,"saline"
1,435,130,6,"colistin"
1,436,130,6,"saline"
1,437,130,6,"saline"
1,438,130,6,"colistin"
1,439,130,6,"saline"
1,440,130,6,"colistin"
1,441,131,2,"colistin"
1,442,131,2,"saline"
1,443,132,4,"saline"
1,444,132,4,"colistin"
1,445,132,4,"saline"
1,446,132,4,"colistin"
1,447,133,4,"saline"
1,448,133,4,"colistin"
1,449,133,4,"saline"
1,450,133,4,"colistin"
1,451,134,2,"colistin"
1,452,134,2,"saline"
1,453,135,4,"saline"
1,454,135,4,"colistin"
1,455,135,4,"colistin"
1,456,135,4,"saline"
1,457,136,4,"colistin"
1,458,136,4,"saline"
1,459,136,4,"colistin"
1,460,136,4,"saline"
1,461,137,2,"saline"
1,462,137,2,"colistin"
1,463,138,2,"colistin"
1,464,138,2,"saline"
1,465,139,2,"colistin"
1,466,139,2,"saline"
1,467,140,4,"colistin"
1,468,140,4,"saline"
1,469,140,4,"saline"
1,470,140,4,"colistin"
1,471,141,2,"colistin"
1,472,141,2,"saline"
1,473,142,2,"saline"
1,474,142,2,"colistin"
1,475,143,6,"saline"
1,476,143,6,"saline"
1,477,143,6,"colistin"
1,478,143,6,"colistin"
1,479,143,6,"saline"
1,480,143,6,"colistin"
1,481,144,6,"colistin"
1,482,144,6,"colistin"
1,483,144,6,"colistin"
1,484,144,6,"saline"
1,485,144,6,"saline"
1,486,144,6,"saline"
1,487,145,6,"colistin"
1,488,145,6,"saline"
1,489,145,6,"colistin"
1,490,145,6,"saline"
1,491,145,6,"saline"
1,492,145,6,"colistin"
1,493,146,2,"saline"
1,494,146,2,"colistin"
1,495,147,2,"colistin"
1,496,147,2,"saline"
1,497,148,4,"saline"
1,498,148,4,"saline"
1,499,148,4,"colistin"
1,500,148,4,"colistin"
1,501,149,4,"colistin"
1,502,149,4,"saline"
1,503,149,4,"saline"
1,504,149,4,"colistin"
1,505,150,2,"saline"
1,506,150,2,"colistin"
1,507,151,2,"colistin"
1,508,151,2,"saline"
1,509,152,2,"colistin"
1,510,152,2,"saline"
1,511,153,2,"colistin"
1,512,153,2,"saline"
1,513,154,2,"colistin"
1,514,154,2,"saline"
1,515,155,6,"colistin"
1,516,155,6,"colistin"
1,517,155,6,"saline"
1,518,155,6,"saline"
1,519,155,6,"saline"
1,520,155,6,"colistin"
1,521,156,4,"saline"
1,522,156,4,"colistin"
1,523,156,4,"saline"
1,524,156,4,"colistin"
1,525,157,4,"saline"
1,526,157,4,"colistin"
1,527,157,4,"colistin"
1,528,157,4,"saline"
1,529,158,2,"saline"
1,530,158,2,"colistin"
1,531,159,4,"colistin"
1,532,159,4,"colistin"
1,533,159,4,"saline"
1,534,159,4,"saline"
1,535,160,2,"colistin"
1,536,160,2,"saline"
1,537,161,2,"colistin"
1,538,161,2,"saline"
1,539,162,2,"saline"
1,540,162,2,"colistin"
1,541,163,2,"saline"
1,542,163,2,"colistin"
1,543,164,2,"colistin"
1,544,164,2,"saline"
1,545,165,4,"saline"
1,546,165,4,"colistin"
1,547,165,4,"saline"
1,548,165,4,"colistin"
1,549,166,2,"saline"
1,550,166,2,"colistin"
1,551,167,2,"saline"
1,552,167,2,"colistin"
1,553,168,2,"colistin"
1,554,168,2,"saline"
1,555,169,2,"saline"
1,556,169,2,"colistin"
1,557,170,2,"colistin"
1,558,170,2,"saline"
1,559,171,2,"saline"
1,560,171,2,"colistin"
1,561,172,2,"colistin"
1,562,172,2,"saline"
1,563,173,2,"colistin"
1,564,173,2,"saline"
1,565,174,4,"colistin"
1,566,174,4,"saline"
1,567,174,4,"colistin"
1,568,174,4,"saline"
1,569,175,2,"colistin"
1,570,175,2,"saline"
1,571,176,2,"colistin"
1,572,176,2,"saline"
1,573,177,2,"colistin"
1,574,177,2,"saline"
1,575,178,2,"saline"
1,576,178,2,"colistin"
1,577,179,2,"saline"
1,578,179,2,"colistin"
1,579,180,4,"saline"
1,580,180,4,"colistin"
1,581,180,4,"saline"
1,582,180,4,"colistin"
1,583,181,4,"colistin"
1,584,181,4,"saline"
1,585,181,4,"saline"
1,586,181,4,"colistin"
1,587,182,4,"saline"
1,588,182,4,"colistin"
1,589,182,4,"colistin"
1,590,182,4,"saline"
1,591,183,2,"colistin"
1,592,183,2,"saline"
1,593,184,4,"colistin"
1,594,184,4,"colistin"
1,595,184,4,"saline"
1,596,184,4,"saline"
1,597,185,4,"saline"
1,598,185,4,"colistin"
1,599,185,4,"saline"
1,600,185,4,"colistin"
1,601,186,2,"saline"
1,602,186,2,"colistin"
1,603,187,4,"colistin"
1,604,187,4,"saline"
1,605,187,4,"colistin"
1,606,187,4,"saline"
1,607,188,2,"saline"
1,608,188,2,"colistin"
1,609,189,2,"saline"
1,610,189,2,"colistin"
1,611,190,2,"colistin"
1,612,190,2,"saline"
1,613,191,4,"colistin"
1,614,191,4,"saline"
1,615,191,4,"colistin"
1,616,191,4,"saline"
1,617,192,4,"colistin"
1,618,192,4,"colistin"
1,619,192,4,"saline"
1,620,192,4,"saline"
1,621,193,6,"saline"
1,622,193,6,"colistin"
1,623,193,6,"saline"
1,624,193,6,"colistin"
1,625,193,6,"saline"
1,626,193,6,"colistin"
1,627,194,2,"colistin"
1,628,194,2,"saline"
1,629,195,2,"colistin"
1,630,195,2,"saline"
1,631,196,4,"colistin"
1,632,196,4,"saline"
1,633,196,4,"saline"
1,634,196,4,"colistin"
1,635,197,4,"colistin"
1,636,197,4,"saline"
1,637,197,4,"saline"
1,638,197,4,"colistin"
1,639,198,4,"colistin"
1,640,198,4,"saline"
1,641,198,4,"saline"
1,642,198,4,"colistin"
1,643,199,6,"colistin"
1,644,199,6,"colistin"
1,645,199,6,"saline"
1,646,199,6,"colistin"
1,647,199,6,"saline"
1,648,199,6,"saline"
1,649,200,2,"colistin"
1,650,200,2,"saline"
1,651,201,2,"colistin"
1,652,201,2,"saline"
1,653,202,6,"colistin"
1,654,202,6,"saline"
1,655,202,6,"saline"
1,656,202,6,"saline"
1,657,202,6,"colistin"
1,658,202,6,"colistin"
1,659,203,2,"colistin"
1,660,203,2,"saline"
1,661,204,2,"colistin"
1,662,204,2,"saline"
1,663,205,2,"colistin"
1,664,205,2,"saline"
1,665,206,4,"saline"
1,666,206,4,"colistin"
1,667,206,4,"saline"
1,668,206,4,"colistin"
1,669,207,2,"saline"
1,670,207,2,"colistin"
1,671,208,4,"colistin"
1,672,208,4,"saline"
1,673,208,4,"colistin"
1,674,208,4,"saline"
1,675,209,2,"saline"
1,676,209,2,"colistin"
1,677,210,2,"saline"
1,678,210,2,"colistin"
1,679,211,6,"saline"
1,680,211,6,"saline"
1,681,211,6,"colistin"
1,682,211,6,"colistin"
1,683,211,6,"colistin"
1,684,211,6,"saline"
1,685,212,2,"colistin"
1,686,212,2,"saline"
1,687,213,6,"colistin"
1,688,213,6,"saline"
1,689,213,6,"colistin"
1,690,213,6,"saline"
1,691,213,6,"colistin"
1,692,213,6,"saline"
1,693,214,6,"saline"
1,694,214,6,"colistin"
1,695,214,6,"saline"
1,696,214,6,"colistin"
1,697,214,6,"saline"
1,698,214,6,"colistin"
1,699,215,2,"colistin"
1,700,215,2,"saline"
1,701,216,6,"saline"
1,702,216,6,"saline"
1,703,216,6,"saline"
1,704,216,6,"colistin"
1,705,216,6,"colistin"
1,706,216,6,"colistin"
1,707,217,2,"colistin"
1,708,217,2,"saline"
1,709,218,6,"saline"
1,710,218,6,"saline"
1,711,218,6,"colistin"
1,712,218,6,"saline"
1,713,218,6,"colistin"
1,714,218,6,"colistin"
1,715,219,4,"colistin"
1,716,219,4,"saline"
1,717,219,4,"colistin"
1,718,219,4,"saline"
1,719,220,2,"saline"
1,720,220,2,"colistin"
1,721,221,4,"saline"
1,722,221,4,"colistin"
1,723,221,4,"colistin"
1,724,221,4,"saline"
1,725,222,2,"colistin"
1,726,222,2,"saline"
1,727,223,4,"saline"
1,728,223,4,"colistin"
1,729,223,4,"saline"
1,730,223,4,"colistin"
1,731,224,2,"colistin"
1,732,224,2,"saline"
1,733,225,4,"saline"
1,734,225,4,"colistin"
1,735,225,4,"saline"
1,736,225,4,"colistin"
1,737,226,6,"saline"
1,738,226,6,"saline"
1,739,226,6,"colistin"
1,740,226,6,"colistin"
1,741,226,6,"colistin"
1,742,226,6,"saline"
1,743,227,2,"colistin"
1,744,227,2,"saline"
1,745,228,2,"colistin"
1,746,228,2,"saline"
1,747,229,2,"saline"
1,748,229,2,"colistin"
1,749,230,2,"saline"
1,750,230,2,"colistin"
1,751,231,2,"colistin"
1,752,231,2,"saline"
1,753,232,2,"colistin"
1,754,232,2,"saline"
1,755,233,6,"saline"
1,756,233,6,"colistin"
1,757,233,6,"saline"
1,758,233,6,"colistin"
1,759,233,6,"saline"
1,760,233,6,"colistin"
1,761,234,4,"saline"
1,762,234,4,"saline"
1,763,234,4,"colistin"
1,764,234,4,"colistin"
1,765,235,2,"colistin"
1,766,235,2,"saline"
1,767,236,2,"colistin"
1,768,236,2,"saline"
1,769,237,2,"saline"
1,770,237,2,"colistin"
1,771,238,6,"saline"
1,772,238,6,"colistin"
1,773,238,6,"saline"
1,774,238,6,"colistin"
1,775,238,6,"colistin"
1,776,238,6,"saline"
1,777,239,6,"saline"
1,778,239,6,"saline"
1,779,239,6,"colistin"
1,780,239,6,"colistin"
1,781,239,6,"colistin"
1,782,239,6,"saline"
1,783,240,2,"colistin"
1,784,240,2,"saline"
1,785,241,2,"colistin"
1,786,241,2,"saline"
1,787,242,4,"saline"
1,788,242,4,"colistin"
1,789,242,4,"saline"
1,790,242,4,"colistin"
1,791,243,6,"colistin"
1,792,243,6,"saline"
1,793,243,6,"colistin"
1,794,243,6,"saline"
1,795,243,6,"colistin"
1,796,243,6,"saline"
1,797,244,2,"saline"
1,798,244,2,"colistin"
1,799,245,2,"colistin"
1,800,245,2,"saline"
1,801,246,2,"saline"
1,802,246,2,"colistin"
1,803,247,2,"saline"
1,804,247,2,"colistin"
1,805,248,2,"saline"
1,806,248,2,"colistin"
1,807,249,6,"colistin"
1,808,249,6,"colistin"
1,809,249,6,"colistin"
1,810,249,6,"saline"
1,811,249,6,"saline"
1,812,249,6,"saline"
1,813,250,6,"colistin"
1,814,250,6,"colistin"
1,815,250,6,"saline"
1,816,250,6,"colistin"
1,817,250,6,"saline"
1,818,250,6,"saline"
1,819,251,6,"saline"
1,820,251,6,"saline"
1,821,251,6,"colistin"
1,822,251,6,"saline"
1,823,251,6,"colistin"
1,824,251,6,"colistin"
1,825,252,2,"saline"
1,826,252,2,"colistin"
1,827,253,2,"saline"
1,828,253,2,"colistin"
1,829,254,2,"colistin"
1,830,254,2,"saline"
1,831,255,4,"saline"
1,832,255,4,"saline"
1,833,255,4,"colistin"
1,834,255,4,"colistin"
1,835,256,6,"saline"
1,836,256,6,"colistin"
1,837,256,6,"colistin"
1,838,256,6,"saline"
1,839,256,6,"colistin"
1,840,256,6,"saline"
1,841,257,2,"saline"
1,842,257,2,"colistin"
1,843,258,4,"saline"
1,844,258,4,"saline"
1,845,258,4,"colistin"
1,846,258,4,"colistin"
1,847,259,2,"colistin"
1,848,259,2,"saline"
1,849,260,2,"saline"
1,850,260,2,"colistin"
1,851,261,6,"colistin"
1,852,261,6,"colistin"
1,853,261,6,"colistin"
1,854,261,6,"saline"
1,855,261,6,"saline"
1,856,261,6,"saline"
1,857,262,4,"saline"
1,858,262,4,"colistin"
1,859,262,4,"saline"
1,860,262,4,"colistin"
1,861,263,2,"saline"
1,862,263,2,"colistin"
1,863,264,2,"saline"
1,864,264,2,"colistin"
1,865,265,4,"saline"
1,866,265,4,"saline"
1,867,265,4,"colistin"
1,868,265,4,"colistin"
1,869,266,4,"colistin"
1,870,266,4,"colistin"
1,871,266,4,"saline"
1,872,266,4,"saline"
1,873,267,2,"saline"
1,874,267,2,"colistin"
1,875,268,2,"colistin"
1,876,268,2,"saline"
1,877,269,4,"colistin"
1,878,269,4,"saline"
1,879,269,4,"colistin"
1,880,269,4,"saline"
1,881,270,4,"colistin"
1,882,270,4,"saline"
1,883,270,4,"colistin"
1,884,270,4,"saline"
1,885,271,2,"saline"
1,886,271,2,"colistin"
1,887,272,4,"colistin"
1,888,272,4,"saline"
1,889,272,4,"colistin"
1,890,272,4,"saline"
1,891,273,4,"saline"
1,892,273,4,"colistin"
1,893,273,4,"colistin"
1,894,273,4,"saline"
1,895,274,2,"colistin"
1,896,274,2,"saline"
1,897,275,4,"saline"
1,898,275,4,"colistin"
1,899,275,4,"saline"
1,900,275,4,"colistin"
1,901,276,2,"saline"
1,902,276,2,"colistin"
1,903,277,2,"saline"
1,904,277,2,"colistin"
1,905,278,4,"colistin"
1,906,278,4,"saline"
1,907,278,4,"colistin"
1,908,278,4,"saline"
1,909,279,2,"colistin"
1,910,279,2,"saline"
1,911,280,2,"colistin"
1,912,280,2,"saline"
1,913,281,6,"colistin"
1,914,281,6,"saline"
1,915,281,6,"colistin"
1,916,281,6,"saline"
1,917,281,6,"saline"
1,918,281,6,"colistin"
1,919,282,6,"colistin"
1,920,282,6,"colistin"
1,921,282,6,"saline"
1,922,282,6,"saline"
1,923,282,6,"colistin"
1,924,282,6,"saline"
1,925,283,6,"colistin"
1,926,283,6,"colistin"
1,927,283,6,"saline"
1,928,283,6,"saline"
1,929,283,6,"colistin"
1,930,283,6,"saline"
1,931,284,4,"colistin"
1,932,284,4,"colistin"
1,933,284,4,"saline"
1,934,284,4,"saline"
1,935,285,2,"colistin"
1,936,285,2,"saline"
1,937,286,4,"saline"
1,938,286,4,"colistin"
1,939,286,4,"saline"
1,940,286,4,"colistin"
1,941,287,2,"colistin"
1,942,287,2,"saline"
1,943,288,4,"colistin"
1,944,288,4,"saline"
1,945,288,4,"saline"
1,946,288,4,"colistin"
1,947,289,2,"saline"
1,948,289,2,"colistin"
1,949,290,2,"saline"
1,950,290,2,"colistin"
1,951,291,2,"saline"
1,952,291,2,"colistin"
1,953,292,2,"saline"
1,954,292,2,"colistin"
1,955,293,6,"saline"
1,956,293,6,"saline"
1,957,293,6,"colistin"
1,958,293,6,"saline"
1,959,293,6,"colistin"
1,960,293,6,"colistin"
1,961,294,4,"saline"
1,962,294,4,"saline"
1,963,294,4,"colistin"
1,964,294,4,"colistin"
1,965,295,2,"colistin"
1,966,295,2,"saline"
1,967,296,2,"saline"
1,968,296,2,"colistin"
1,969,297,2,"colistin"
1,970,297,2,"saline"
1,971,298,4,"colistin"
1,972,298,4,"saline"
1,973,298,4,"colistin"
1,974,298,4,"saline"
1,975,299,4,"saline"
1,976,299,4,"colistin"
1,977,299,4,"saline"
1,978,299,4,"colistin"
1,979,300,2,"saline"
1,980,300,2,"colistin"
1,981,301,6,"colistin"
1,982,301,6,"colistin"
1,983,301,6,"saline"
1,984,301,6,"colistin"
1,985,301,6,"saline"
1,986,301,6,"saline"
1,987,302,4,"colistin"
1,988,302,4,"saline"
1,989,302,4,"saline"
1,990,302,4,"colistin"
1,991,303,2,"saline"
1,992,303,2,"colistin"
1,993,304,2,"colistin"
1,994,304,2,"saline"
1,995,305,4,"saline"
1,996,305,4,"saline"
1,997,305,4,"colistin"
1,998,305,4,"colistin"
1,999,306,4,"colistin"
1,1000,306,4,"saline"
1,1001,306,4,"colistin"
1,1002,306,4,"saline"
1,1003,307,2,"saline"
1,1004,307,2,"colistin"
1,1005,308,2,"saline"
1,1006,308,2,"colistin"
1,1007,309,2,"saline"
1,1008,309,2,"colistin"
1,1009,310,2,"saline"
1,1010,310,2,"colistin"
1,1011,311,2,"colistin"
1,1012,311,2,"saline"
1,1013,312,2,"colistin"
1,1014,312,2,"saline"
1,1015,313,2,"colistin"
1,1016,313,2,"saline"
1,1017,314,2,"saline"
1,1018,314,2,"colistin"
1,1019,315,2,"colistin"
1,1020,315,2,"saline"
1,1021,316,2,"saline"
1,1022,316,2,"colistin"
1,1023,317,2,"saline"
1,1024,317,2,"colistin"
1,1025,318,2,"colistin"
1,1026,318,2,"saline"
1,1027,319,4,"colistin"
1,1028,319,4,"colistin"
1,1029,319,4,"saline"
1,1030,319,4,"saline"
1,1031,320,4,"colistin"
